source,author,title,description,url,urlToImage,publishedAt,content,label,text,length,tokens,num_tokens
"{'id': None, 'name': 'Yahoo Entertainment'}",Insider Monkey Transcripts,"Tesla, Inc. (NASDAQ:TSLA) Q1 2024 Earnings Call Transcript","Tesla, Inc. (NASDAQ:TSLA) Q1 2024 Earnings Call Transcript April 23, 2024 Tesla, Inc. isn’t one of the 30 most popular stocks among hedge funds at the end of...",https://finance.yahoo.com/news/tesla-inc-nasdaq-tsla-q1-143558760.html,https://s.yimg.com/ny/api/res/1.2/R3DsTXHuX1Up50du0B.awA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/1277c6032fd09b727a10249a170024cf,2024-04-24T14:35:58Z,"Tesla, Inc. (NASDAQ:TSLA) Q1 2024 Earnings Call Transcript April 23, 2024
Tesla, Inc. isnt one of the 30 most popular stocks among hedge funds at the end of the third quarter (see the details here).… [+4306 chars]",tesla,"Tesla, Inc. (NASDAQ:TSLA) Q1 2024 Earnings Call Transcript Tesla, Inc. (NASDAQ:TSLA) Q1 2024 Earnings Call Transcript April 23, 2024 Tesla, Inc. isn’t one of the 30 most popular stocks among hedge funds at the end of...",219.0,"['inc', 'nasdaq', 'tsla', 'q1', 'earnings', 'call', 'transcript', 'inc', 'nasdaq', 'tsla', 'q1', 'earnings', 'call', 'transcript', 'april', 'inc', 'one', 'popular', 'stocks', 'among', 'hedge', 'funds', 'end']",23
"{'id': None, 'name': 'Yahoo Entertainment'}",Brie Stimson,Elon Musk sues Indian battery company Tesla Power for trademark infringement,"Tesla, Inc., owned by Elon Musk, has sued an India company called Tesla Power India in the Delhi High Court, alleging copyright infringement.",https://finance.yahoo.com/news/elon-musk-sues-indian-battery-004150121.html,https://s.yimg.com/ny/api/res/1.2/l7xLxVVjWBC08XBveJl9Xw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/fox_business_text_367/215f3abc99077033c731ef25b43684d9,2024-05-04T00:41:50Z,"Tesla, Inc., of which Elon Musk is CEO, has filed a lawsuit in India against an Indian battery company called Tesla Power over alleged trademark infringement.
Musks Tesla, Inc. sent a cease-and-desi… [+2396 chars]",tesla,"Elon Musk sues Indian battery company Tesla Power for trademark infringement Tesla, Inc., owned by Elon Musk, has sued an India company called Tesla Power India in the Delhi High Court, alleging copyright infringement.",218.0,"['elon', 'musk', 'sues', 'indian', 'battery', 'company', 'power', 'trademark', 'infringement', 'inc', 'owned', 'elon', 'musk', 'sued', 'india', 'company', 'called', 'power', 'india', 'delhi', 'high', 'court', 'alleging', 'copyright', 'infringement']",25
"{'id': None, 'name': 'Forbes'}","Brendan Ahern, Senior Contributor, 
 Brendan Ahern, Senior Contributor
 https://www.forbes.com/sites/brendanahern/","China Market Update: Tesla & Baidu Venture Wins, Panda Diplomacy, & Another Massive Net Buy Day In Northbound Stock Connect","Real estate was the top-performing sector in both Hong Kong, where it gained +4.4% and Mainland China, where it gained +6.39% on reports that Chengdu lifted property p...",https://www.forbes.com/sites/brendanahern/2024/04/29/china-market-update-tesla--baidu-venture-wins-panda-diplomacy--another-massive-net-buy-day-in-northbound-stock-connect/,https://imageio.forbes.com/specials-images/imageserve/662fac0162dc2f9a5acb84d1/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-04-29T14:20:39Z,"CLN
KraneShares
Key News
Asian equities had a strong night as Mainland China, Taiwan, South Korea, Indonesia, the Philippines, and India posted +1% returns, though Japan was closed for Showa Day i… [+5675 chars]",tesla,"China Market Update: Tesla & Baidu Venture Wins, Panda Diplomacy, & Another Massive Net Buy Day In Northbound Stock Connect Real estate was the top-performing sector in both Hong Kong, where it gained +4.4% and Mainland China, where it gained +6.39% on reports that Chengdu lifted property p...",294.0,"['china', 'market', 'update', 'baidu', 'venture', 'wins', 'panda', 'diplomacy', 'another', 'massive', 'net', 'buy', 'day', 'northbound', 'stock', 'connect', 'real', 'estate', 'top-performing', 'sector', 'hong', 'kong', 'gained', 'mainland', 'china', 'gained', 'reports', 'chengdu', 'lifted', 'property', 'p']",31
"{'id': None, 'name': 'MobileSyrup'}",Brad Bennett,The Tesla Model 3 just got faster,"Right after laying off its entire marketing department, Tesla revealed a new Performance trim with 510-horsepower and 741 Nm of torque. For comparison, the 2019 Model 3 Performance is packed with 470 horsepower. Tesla says the new car can hit top speeds of 16…",https://mobilesyrup.com/2024/04/23/tesla-model-3-got-faster/,https://cdn.mobilesyrup.com/wp-content/uploads/2024/04/Tesla-model-3-performance-scaled.jpg,2024-04-23T21:48:57Z,"Right after laying off its entire marketing department, Tesla revealed a new Performance trim with 510-horsepower and 741 Nm of torque. For comparison, the 2019 Model 3 Performance is packed with 470… [+1044 chars]",tesla,"The Tesla Model 3 just got faster Right after laying off its entire marketing department, Tesla revealed a new Performance trim with 510-horsepower and 741 Nm of torque. For comparison, the 2019 Model 3 Performance is packed with 470 horsepower. Tesla says the new car can hit top speeds of 16…",294.0,"['model', 'got', 'faster', 'right', 'laying', 'entire', 'marketing', 'department', 'revealed', 'new', 'performance', 'trim', '510-horsepower', 'nm', 'torque', 'comparison', 'model', 'performance', 'packed', 'horsepower', 'says', 'new', 'car', 'hit', 'top', 'speeds']",26
"{'id': 'next-big-future', 'name': 'Next Big Future'}",Brian Wang,Pre-Earnings Tesla Predictions,Brian Wang and Randy Kirk recorded this discussion four days before the Q1 earnings call on Tuesday April 23. We predicted several aspects of the earnings call but also post earnings developments. This was recorded at the same time as the reaction video to th…,https://www.nextbigfuture.com/2024/04/pre-earnings-tesla-predictions.html,https://nextbigfuture.s3.amazonaws.com/uploads/2024/04/Screen-Shot-2024-04-28-at-8.23.54-AM-1024x572.jpg,2024-04-28T15:31:15Z,Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology… [+593 chars],tesla,Pre-Earnings Tesla Predictions Brian Wang and Randy Kirk recorded this discussion four days before the Q1 earnings call on Tuesday April 23. We predicted several aspects of the earnings call but also post earnings developments. This was recorded at the same time as the reaction video to th…,291.0,"['pre-earnings', 'predictions', 'brian', 'wang', 'randy', 'kirk', 'recorded', 'discussion', 'four', 'days', 'q1', 'earnings', 'call', 'tuesday', 'april', 'predicted', 'several', 'aspects', 'earnings', 'call', 'also', 'post', 'earnings', 'developments', 'recorded', 'time', 'reaction', 'video', 'th']",29
"{'id': None, 'name': 'CleanTechnica'}",Zachary Shahan,Tesla Should Roll Out Ride-Sharing Service Before Robotaxis,"“I feel very confident predicting that there will be autonomous robotaxis from Tesla next year — not in all jurisdictions because we won’t have regulatory approval everywhere.” That’s a quote from Elon Musk, from April 2019. In fact, that’s almost exactly 5 y…",https://cleantechnica.com/2024/04/25/tesla-should-roll-out-ride-sharing-service-before-robotaxis/,https://cleantechnica.com/wp-content/uploads/2024/04/Tesla-ridesharing-network-app-April-2019.jpeg,2024-04-25T13:18:43Z,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
I feel very confident predicting that there will be autonomous robotaxis from Tesla next year not in all juri… [+3569 chars]",tesla,"Tesla Should Roll Out Ride-Sharing Service Before Robotaxis “I feel very confident predicting that there will be autonomous robotaxis from Tesla next year — not in all jurisdictions because we won’t have regulatory approval everywhere.” That’s a quote from Elon Musk, from April 2019. In fact, that’s almost exactly 5 y…",320.0,"['roll', 'ride-sharing', 'service', 'robotaxis', 'feel', 'confident', 'predicting', 'autonomous', 'robotaxis', 'next', 'year', 'jurisdictions', 'regulatory', 'approval', 'everywhere', 'quote', 'elon', 'musk', 'april', 'fact', 'almost', 'exactly']",22
"{'id': None, 'name': 'Bringatrailer.com'}",bringatrailer,2024 Tesla Cybertruck AWD Foundation Series,"This 2024 Tesla Cybertruck is a Foundation Series example with laser-etched badging, white interior trim, and Full Self-Driving capability. A dual-motor AWD model, it features stainless-steel bodywork, variable-ratio four-wheel steering, a 48-volt electrical …",https://bringatrailer.com/listing/2024-tesla-cybertruck-7/,https://bringatrailer.com/wp-content/uploads/2024/03/2024_telsa_cybertruck_p1010551-77478.jpg,2024-04-27T20:25:17Z,"This 2024 Tesla Cybertruck is a Foundation Series example with laser-etched badging, white interior trim, and Full Self-Driving capability. A dual-motor AWD model, it features stainless-steel bodywor… [+2588 chars]",tesla,"2024 Tesla Cybertruck AWD Foundation Series This 2024 Tesla Cybertruck is a Foundation Series example with laser-etched badging, white interior trim, and Full Self-Driving capability. A dual-motor AWD model, it features stainless-steel bodywork, variable-ratio four-wheel steering, a 48-volt electrical …",304.0,"['cybertruck', 'awd', 'foundation', 'series', 'cybertruck', 'foundation', 'series', 'example', 'laser-etched', 'badging', 'white', 'interior', 'trim', 'full', 'self-driving', 'capability', 'dual-motor', 'awd', 'model', 'features', 'stainless-steel', 'bodywork', 'variable-ratio', 'four-wheel', 'steering', '48-volt', 'electrical']",27
"{'id': None, 'name': 'Bringatrailer.com'}",bringatrailer,2024 Tesla Cybertruck AWD Foundation Series,"This 2024 Tesla Cybertruck AWD is a Foundation Series example with laser-etched badging, white interior trim, and Full Self-Driving capability. A dual-motor AWD model, it features stainless-steel bodywork, variable-ratio four-wheel steering, adaptive air susp…",https://bringatrailer.com/listing/2024-tesla-cybertruck-awd-4/,https://bringatrailer.com/wp-content/uploads/2024/04/2024_tesla_cybertruck-awd_img_7833-65258.jpg,2024-04-20T16:45:12Z,"This 2024 Tesla Cybertruck AWD is a Foundation Series example with laser-etched badging, white interior trim, and Full Self-Driving capability. A dual-motor AWD model, it features stainless-steel bod… [+2856 chars]",tesla,"2024 Tesla Cybertruck AWD Foundation Series This 2024 Tesla Cybertruck AWD is a Foundation Series example with laser-etched badging, white interior trim, and Full Self-Driving capability. A dual-motor AWD model, it features stainless-steel bodywork, variable-ratio four-wheel steering, adaptive air susp…",304.0,"['cybertruck', 'awd', 'foundation', 'series', 'cybertruck', 'awd', 'foundation', 'series', 'example', 'laser-etched', 'badging', 'white', 'interior', 'trim', 'full', 'self-driving', 'capability', 'dual-motor', 'awd', 'model', 'features', 'stainless-steel', 'bodywork', 'variable-ratio', 'four-wheel', 'steering', 'adaptive', 'air', 'susp']",29
"{'id': None, 'name': 'Bringatrailer.com'}",bringatrailer,2024 Tesla Cybertruck AWD Foundation Series,"This 2024 Tesla Cybertruck AWD is a Foundation Series example with laser-etched badging, white interior trim, and Full Self-Driving capability. A dual-motor AWD model, it features stainless-steel bodywork, variable-ratio four-wheel steering, adaptive air susp…",https://bringatrailer.com/listing/2024-tesla-cybertruck-awd-7/,https://bringatrailer.com/wp-content/uploads/2024/04/2024_tesla_cybertruck-awd_2024_tesla_cybertruck-awd_62603eef-0238-49d0-a9ec-58f3f0260fdc-GBI47n-35892-35893-scaled.jpg,2024-05-04T20:05:07Z,"This 2024 Tesla Cybertruck AWD is a Foundation Series example with laser-etched badging, white interior trim, and Full Self-Driving capability. A dual-motor AWD model, it features stainless-steel bod… [+2722 chars]",tesla,"2024 Tesla Cybertruck AWD Foundation Series This 2024 Tesla Cybertruck AWD is a Foundation Series example with laser-etched badging, white interior trim, and Full Self-Driving capability. A dual-motor AWD model, it features stainless-steel bodywork, variable-ratio four-wheel steering, adaptive air susp…",304.0,"['cybertruck', 'awd', 'foundation', 'series', 'cybertruck', 'awd', 'foundation', 'series', 'example', 'laser-etched', 'badging', 'white', 'interior', 'trim', 'full', 'self-driving', 'capability', 'dual-motor', 'awd', 'model', 'features', 'stainless-steel', 'bodywork', 'variable-ratio', 'four-wheel', 'steering', 'adaptive', 'air', 'susp']",29
"{'id': None, 'name': 'Yahoo Entertainment'}",,Gallery: Tesla Model 3 Performance,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e916e7a9-9991-45dd-b210-3575e688c61f,,2024-04-23T18:28:00Z,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",tesla,,,['nan'],1
"{'id': None, 'name': 'Yahoo Entertainment'}",,Why Tesla Stock Tumbled Today,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_0c1d29cc-4eae-41f4-b1d4-6b13cff90d94,,2024-04-22T17:43:04Z,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",tesla,,,['nan'],1
"{'id': None, 'name': 'CleanTechnica'}",Chris Boylan,"Tesla Referral Program Not Ending, Just Paused, Says Elon Musk","Earlier this week, I railed against Tesla’s decision to discontinue its referral program and the apparent cancellation (instead of expansion) of its fledgling advertising program. Well, Tesla’s advertising program looks like it is dead in the water, since the…",https://cleantechnica.com/2024/04/26/tesla-referral-program-not-ending-just-paused-elon-musk/,https://cleantechnica.com/wp-content/uploads/2024/04/Tesla-referrals-featured-image.jpg,2024-04-26T19:28:01Z,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
Earlier this week, I railed against Tesla’s decision to discontinue its referral program and the apparent can… [+3458 chars]",tesla,"Tesla Referral Program Not Ending, Just Paused, Says Elon Musk Earlier this week, I railed against Tesla’s decision to discontinue its referral program and the apparent cancellation (instead of expansion) of its fledgling advertising program. Well, Tesla’s advertising program looks like it is dead in the water, since the…",323.0,"['referral', 'program', 'ending', 'paused', 'says', 'elon', 'musk', 'earlier', 'week', 'railed', 'decision', 'discontinue', 'referral', 'program', 'apparent', 'cancellation', 'instead', 'expansion', 'fledgling', 'advertising', 'program', 'well', 'advertising', 'program', 'looks', 'like', 'dead', 'water', 'since']",29
"{'id': None, 'name': 'Biztoc.com'}",watcher.guru,Cryptocurrency: 3 Coins To Buy Under $0.5 in May 2024,The cryptocurrency market experienced the Bitcoin halving event last week where the supply of BTC was cut in half. The development makes Bitcoin scarcely available in the market at a time when there’s a huge demand for the cryptocurrency. As the demand for th…,https://biztoc.com/x/df63ef0aaa1278b9,https://c.biztoc.com/p/df63ef0aaa1278b9/s.webp,2024-04-30T06:04:05Z,The cryptocurrency market experienced the Bitcoin halving event last week where the supply of BTC was cut in half. The development makes Bitcoin scarcely available in the market at a time when theres… [+279 chars],tesla,Cryptocurrency: 3 Coins To Buy Under $0.5 in May 2024 The cryptocurrency market experienced the Bitcoin halving event last week where the supply of BTC was cut in half. The development makes Bitcoin scarcely available in the market at a time when there’s a huge demand for the cryptocurrency. As the demand for th…,314.0,"['cryptocurrency', 'coins', 'buy', 'may', 'cryptocurrency', 'market', 'experienced', 'bitcoin', 'halving', 'event', 'last', 'week', 'supply', 'btc', 'cut', 'half', 'development', 'makes', 'bitcoin', 'scarcely', 'available', 'market', 'time', 'huge', 'demand', 'cryptocurrency', 'demand', 'th']",28
